ID,SpecificDialect,Glottocode,Type,Macroarea,Dates,DatesSource,InventoryType,TimeDepth,TimeDepthYBP,BibtexKey,Source,Comments
44,NA,ural1272,Reconstructed,Eurasia,NA,NA,all,NA,NA,kummel2007konsonantenwandel,HUJI,NA
46,NA,ersu1242,Reconstructed,Eurasia,NA,NA,all,NA,NA,yu2012ersuic,HUJI,NA
47,NA,kira1253,Reconstructed,Eurasia,NA,NA,all,NA,NA,jacques2017kiranti,HUJI,NA
48,NA,bium1280,Reconstructed,Africa,NA,NA,all,NA,NA,gravina2014centralchadic,HUJI,"Central Chadic is called Biu-Mandera by Glottolog, but CC seems to be an ok name."
49,NA,nilo1247,Reconstructed,Africa,NA,NA,all,NA,NA,dimmendaal1988nilotic,HUJI,NA
50,NA,east2418,Reconstructed,Africa,NA,NA,consonants only,NA,NA,dimmendaal1988nilotic,HUJI,NA
51,NA,sout2830,Reconstructed,Africa,NA,NA,consonants only,NA,NA,dimmendaal1988nilotic,HUJI,NA
52,NA,kuki1246,Reconstructed,Eurasia,NA,NA,consonants only,NA,NA,hill2014kukichin,HUJI,NA
53,NA,eski1265,Reconstructed,North America,NA,NA,all,NA,4000,berge2018eskimoaleut,HUJI,NA
54,NA,aleu1260,Reconstructed,North America,NA,NA,all,NA,4000,berge2018eskimoaleut,HUJI,NA
55,NA,tupi1276,Reconstructed,South America,NA,NA,all,NA,NA,meiradrude2015mawetiguarani,HUJI,NA
56,NA,mawe1252,Reconstructed,South America,NA,NA,all,NA,NA,meiradrude2015mawetiguarani,HUJI,NA
57,NA,jabu1249,Reconstructed,South America,NA,NA,all,NA,NA,ribeirovandervoort2010jabuti,HUJI,NA
58,NA,nucl1710,Reconstructed,South America,NA,NA,all,NA,NA,ribeirovandervoort2010jabuti,HUJI,NA
59,NA,maid1262,Reconstructed,North America,NA,NA,all,NA,NA,campbell1997northamerican,HUJI,Campbell1997:128
60,NA,NA,Reconstructed,South America,NA,NA,all,NA,NA,jolkesky2016mamoreguapore,HUJI,NA
61,NA,tara1324,Reconstructed,North America,NA,NA,all,NA,NA,Meira1998,HUJI,NA
62,NA,toto1251,Reconstructed,North America,NA,NA,all,NA,NA,brown2011totozoquean,HUJI,NA
63,NA,mixe1284,Reconstructed,North America,NA,NA,all,NA,NA,brown2011totozoquean,HUJI,NA
64,NA,NA,Reconstructed,North America,NA,NA,all,NA,NA,brown2011totozoquean,HUJI,NA
65,NA,jica1245,Reconstructed,North America,NA,NA,all,NA,NA,CampbellOltrogge1980,HUJI,NA
66,NA,tuca1253,Reconstructed,South America,NA,NA,consonants only,NA,NA,Chacon2014,HUJI,NA
67,NA,tsim1258,Reconstructed,North America,NA,NA,all,NA,NA,tarpent1997tsimshianic,HUJI,NA
68,NA,kada1291,Reconstructed,Eurasia,NA,NA,all,NA,NA,ostapirat2000proto-kra,HUJI,NA
69,NA,daic1237,Reconstructed,Eurasia,NA,NA,all,NA,NA,pittayaporn2009proto,HUJI,NA
70,NA,hlai1239,Reconstructed,Eurasia,NA,NA,all,NA,NA,Ostapirat2004,HUJI,NA
71,NA,berb1260,Reconstructed,Africa,NA,NA,consonants only,NA,NA,Kossmann2020,HUJI,NA
72,NA,nucl1634,Reconstructed,Papunesia,NA,NA,all,NA,NA,Donohue2002,HUJI,NA
73,NA,slav1255,Reconstructed,Eurasia,1700-1000,NA,all,NA,NA,Hock2003,HUJI,NA
75,NA,cher1273,Reconstructed,North America,5-4.5K,NA,all,NA,NA,Julian2010,HUJI,GC based on Glottocode
76,NA,nort2947,Reconstructed,North America,5-4.5K,NA,all,NA,NA,Julian2010,HUJI,NA
77,NA,tusc1256,Reconstructed,North America,2.5-2K,NA,all,NA,NA,Julian2010,HUJI,NA
78,NA,tusc1257,Reconstructed,North America,NA,NA,all,NA,NA,Julian2010,HUJI,NA
79,NA,moha1257,Reconstructed,North America,1K-0.5K,NA,all,NA,NA,Julian2010,HUJI,NA
80,NA,moha1258,Reconstructed,North America,NA,NA,all,NA,NA,Julian2010,HUJI,NA
82,NA,NA,Reconstructed,Eurasia,NA,NA,all,NA,NA,sammallahti1988,HUJI,NA
83,NA,siou1252,Reconstructed,North America,NA,NA,all,NA,4000,Rankin_etal2015,HUJI,NA
84,NA,NA,Reconstructed,Eurasia,NA,NA,all,NA,NA,kummel2007konsonantenwandel,HUJI,NA
85,NA,kiow1266,Reconstructed,North America,NA,NA,consonants only,NA,NA,"Hale1967,Sutton2014",HUJI,NA
86,NA,pama1250,Reconstructed,Australia,"""This reveals clear support for a home- land at the base of the Gulf of Carpentaria, with an estimated age of 4,455–6,966 years (95% highest posterior density; mean = 5,671 years).""",Bouckaert_etal2018,consonants only,NA,NA,Alpher2004,HUJI,NA
87,NA,NA,Reconstructed,Eurasia,NA,NA,all,NA,NA,kummel2007konsonantenwandel,HUJI,NA
90,NA,guai1249,Reconstructed,South America,NA,NA,all,NA,NA,CeriaSandalo1995,HUJI,NA
91,NA,sali1255,Reconstructed,North America,NA,NA,consonants only,NA,NA,Campbell1997,HUJI,Based on Thomspon1979 (Campbell1997:116)
92,NA,khoe1241,Reconstructed,Africa,NA,NA,consonants only,2000,2000,"Vossen1997,GueldemannElderkin2010",HUJI,NA
94,NA,perm1256,Reconstructed,Eurasia,NA,NA,all,NA,NA,sammallahti1988,HUJI,NA
95,NA,pama1251,Reconstructed,Australia,NA,NA,all,NA,NA,Hale1964,HUJI,NA
98,NA,khan1279,Reconstructed,Eurasia,NA,NA,all,NA,NA,sammallahti1988,HUJI,NA
99,NA,mans1269,Reconstructed,Eurasia,NA,NA,all,NA,NA,sammallahti1988,HUJI,NA
100,NA,samo1298,Reconstructed,Eurasia,NA,NA,all,NA,NA,kummel2007konsonantenwandel,HUJI,As reported and adapted in Kuemmel 2007
101,NA,semi1276,Reconstructed,Eurasia,NA,NA,consonants only,NA,NA,huehnergard2019protosemitic,HUJI,NA
102,NA,eski1264,Reconstructed,North America,NA,NA,all,NA,NA,campbell1997northamerican,HUJI,Campbell1997:108
103,NA,atha1247,Reconstructed,North America,NA,NA,consonants only,NA,3500,campbell1997northamerican,HUJI,Campbell1997:112
104,NA,chim1311,Reconstructed,North America,NA,NA,all,NA,NA,campbell1997northamerican,HUJI,Campbell1997:116
