ID,Name,Description
AA89054E01BE981D8BBE7074765BA301,ɳɖ,LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER D WITH TAIL
E849BE91DF350F760A79E17668E93092,ɲɟ,LATIN SMALL LETTER N WITH LEFT HOOK - LATIN SMALL LETTER DOTLESS J WITH STROKE
DAA293A200C8597396725116EC9D5654,pː,LATIN SMALL LETTER P - MODIFIER LETTER TRIANGULAR COLON
89135AE8B291E91395AD52BAA7592587,pʷ,LATIN SMALL LETTER P - MODIFIER LETTER SMALL W
8E0A811394AB18A49D7448F524FB77E0,qː,LATIN SMALL LETTER Q - MODIFIER LETTER TRIANGULAR COLON
89F9825488A15324615819E7A614926B,sː,LATIN SMALL LETTER S - MODIFIER LETTER TRIANGULAR COLON
2FF610B79450F21F9661BCDB08BDC4BC,tː,LATIN SMALL LETTER T - MODIFIER LETTER TRIANGULAR COLON
8D8F577E360F581BBCC510A0AD4AD2D4,ŋː,LATIN SMALL LETTER ENG - MODIFIER LETTER TRIANGULAR COLON
A2B97A142E3389D4C9DA6B029528BCFF,ʈː,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER TRIANGULAR COLON
1243376B0287E495B3FF5651982305BE,mʷʼ,LATIN SMALL LETTER M - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE
037BCFE6D686DA935B08B6CE50CDE52D,pːʷ,LATIN SMALL LETTER P - MODIFIER LETTER TRIANGULAR COLON - MODIFIER LETTER SMALL W
ED66B62EABB371E7718DD5372199A281,tʲʰ,LATIN SMALL LETTER T - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H
3A357AE68F00D5DFDA9501F5ED36A6C3,dʲ,LATIN SMALL LETTER D - MODIFIER LETTER SMALL J
DECBDF50EB1C53E9D28098C30225B28D,kʲʼ,LATIN SMALL LETTER K - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE
223BEBB6C27C0E6D15422BD5971880A9,kʲʰ,LATIN SMALL LETTER K - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H
150A538C7E2282D95ADFDBDAD9AAF830,tɬʰ,LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL H
63CD412322D571F5E7A86EF13A2A5684,ea,LATIN SMALL LETTER E - LATIN SMALL LETTER A
6CA672252AAAD9B7453EFA40BB356707,oa,LATIN SMALL LETTER O - LATIN SMALL LETTER A
2ECCDDB16D4285722A8B5603DAE11005,yø,LATIN SMALL LETTER Y - LATIN SMALL LETTER O WITH STROKE
6D24EE617FD4CBF6D3BA2BAA79EEE941,ɐː,LATIN SMALL LETTER TURNED A - MODIFIER LETTER TRIANGULAR COLON
C63B20198BA2658C7528ED34088B5AD3,ɨe,LATIN SMALL LETTER I WITH STROKE - LATIN SMALL LETTER E
E473B50B2D71F773C5CA69249A005329,ʔʷ,LATIN LETTER GLOTTAL STOP - MODIFIER LETTER SMALL W
B17EC46468FB57F4D6758BFC0073C14D,iə,LATIN SMALL LETTER I - LATIN SMALL LETTER SCHWA
D9EA6EC983D8DB08D5DD6543894DDEF7,ie,LATIN SMALL LETTER I - LATIN SMALL LETTER E
2ED41B5E874292EB0C3BBC6F31DC6FCC,n̪,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW
F3826EE83410EA00A7C1DF89AC317CAF,jː,LATIN SMALL LETTER J - MODIFIER LETTER TRIANGULAR COLON
4DB108BB5E5FA3A40FED7AD2E0D076C1,wː,LATIN SMALL LETTER W - MODIFIER LETTER TRIANGULAR COLON
E9816BABF98BFDAB39019D860D8C458F,ɜ,LATIN SMALL LETTER REVERSED OPEN E
7A6E282428E30E734D69822920207F64,l̤,LATIN SMALL LETTER L - COMBINING DIAERESIS BELOW
DBF19273A36B35FFE4DF7AB307D39476,n̤,LATIN SMALL LETTER N - COMBINING DIAERESIS BELOW
A46A14D2493FE98841C383163FC46475,sʰ,LATIN SMALL LETTER S - MODIFIER LETTER SMALL H
0F8984CD6F72879A4ED342F13843BD48,ŋ̤,LATIN SMALL LETTER ENG - COMBINING DIAERESIS BELOW
A9280FF81A961FE96EAEC6AA19DFED12,ɔ̤,LATIN SMALL LETTER OPEN O - COMBINING DIAERESIS BELOW
DE727911EDC074239FD740BFC5561155,a̤,LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW
9D82C6C20E6D189355D54C7FAF648D1D,e̤,LATIN SMALL LETTER E - COMBINING DIAERESIS BELOW
EE497CBEEC30D7B561882D17B9037944,j̥,LATIN SMALL LETTER J - COMBINING RING BELOW
939A7975CF9076575231885607327720,i̤,LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW
F61883B1DE401AAC8D05094B23586566,m̤,LATIN SMALL LETTER M - COMBINING DIAERESIS BELOW
CC1E59C975C3CABCB4BABD4837524AA1,ɤ̤,LATIN SMALL LETTER RAMS HORN - COMBINING DIAERESIS BELOW
B8B8BB7DBFA65900231B523140B9BDD9,o̤,LATIN SMALL LETTER O - COMBINING DIAERESIS BELOW
B50D8EC9AF144F73041FAD8AA61301EC,ṳ,LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW
5E12425DA8E8C8FD24F187BE6A56D20F,ai,LATIN SMALL LETTER A - LATIN SMALL LETTER I
25061B1A6BE5A4214D5C675C56B92574,au,LATIN SMALL LETTER A - LATIN SMALL LETTER U
3649FB0AF894ECF74399C9B5AE4EFB3A,ei,LATIN SMALL LETTER E - LATIN SMALL LETTER I
2ACE347893543DDC9E1B5194E574A95E,eu,LATIN SMALL LETTER E - LATIN SMALL LETTER U
F9AF7F69BAF784734B0A933BC629BCCA,oi,LATIN SMALL LETTER O - LATIN SMALL LETTER I
BE3730A853FBA861E9A26303281AD485,ui,LATIN SMALL LETTER U - LATIN SMALL LETTER I
02CD835C8B5754AB3DB22940C8405C85,lː,LATIN SMALL LETTER L - MODIFIER LETTER TRIANGULAR COLON
010B4A2C6472D9909A0AE8C30FA45593,ɦ,LATIN SMALL LETTER H WITH HOOK
B2DBBC1A3DE3F1B6731AEEF21C338B9B,ʍ,LATIN SMALL LETTER TURNED W
BADD5278A1875AD712FBE917B2D82E21,iu,LATIN SMALL LETTER I - LATIN SMALL LETTER U
BD43B88339559C4112037A751DD12AD5,ou,LATIN SMALL LETTER O - LATIN SMALL LETTER U
4AC20DDBE7F50AB0A361E2FE58A1C3B4,uə,LATIN SMALL LETTER U - LATIN SMALL LETTER SCHWA
73B8552DE20BB0548BB9808E8E18C4FE,ˀɲ,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER N WITH LEFT HOOK
03E43212BE35286D3C9B0F038D2C0383,ˀb,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER B
9FBC0DCDD27008A35254FDBE10148877,ˀj,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER J
3E8251232BB9055E80C7F70E3309E306,ˀl,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER L
BA640BECA114188D583D6BE46A93283F,ˀm,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER M
5EF4491102FB3BF4627E8D0313513FF4,ˀn,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER N
6F408A59FF03BF7C7AB52650927FEA83,ˀŋ,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER ENG
A280472652D6720DE4453AEBF0DDD21B,ˀr,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER R
D042F4066B088AB231DAFBA8C064F449,aːi,LATIN SMALL LETTER A - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER I
C5E68157C96FE994E160198EB8E05EB8,aːu,LATIN SMALL LETTER A - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER U
AF0BA3378B269771157E76E3157F655B,ɺ,LATIN SMALL LETTER TURNED R WITH LONG LEG
4364823B8F03525E91440277AEC22689,ʈʰ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER SMALL H
926EDDFF54A6A7130B68AA54CABDF584,ʈʼ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER APOSTROPHE
051F53069ABAEA0FBFD98E410052886C,ʛ̥,LATIN LETTER SMALL CAPITAL G WITH HOOK - COMBINING RING BELOW
8C70D620A1A2D179E7D9923C5FED605D,ɲc,LATIN SMALL LETTER N WITH LEFT HOOK - LATIN SMALL LETTER C
95319955D5FDB3BF889BDE9FC386FA50,ʕʼ,LATIN LETTER PHARYNGEAL VOICED FRICATIVE - MODIFIER LETTER APOSTROPHE
B8994332FDBA860FBF04E4909070DD37,ɰʼ,LATIN SMALL LETTER TURNED M WITH LONG LEG - MODIFIER LETTER APOSTROPHE
9912FD6C2BAE9A45CDE4F9C3B711D977,ɰʷ,LATIN SMALL LETTER TURNED M WITH LONG LEG - MODIFIER LETTER SMALL W
B379107124742CAAAF7B5EA81EDB38E4,ɰʼʷ,LATIN SMALL LETTER TURNED M WITH LONG LEG - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER SMALL W
C0325B7E03564C151AD017D0DF3EA266,jʼ,LATIN SMALL LETTER J - MODIFIER LETTER APOSTROPHE
47A7ED6DF470CC92E651D5E29C810163,lʼ,LATIN SMALL LETTER L - MODIFIER LETTER APOSTROPHE
2DACD0FD12579B37536EAE44F691378D,mʼ,LATIN SMALL LETTER M - MODIFIER LETTER APOSTROPHE
E80AE89D12184C349A33024EC1CE7814,nʼ,LATIN SMALL LETTER N - MODIFIER LETTER APOSTROPHE
20271C22B33D9D771109BA69682724CD,ŋʷʼ,LATIN SMALL LETTER ENG - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE
6D0450D21BAA2EC3C7176BB735E02E52,rʼ,LATIN SMALL LETTER R - MODIFIER LETTER APOSTROPHE
B08E760A3873BF075D144CA196B1E354,wʼ,LATIN SMALL LETTER W - MODIFIER LETTER APOSTROPHE
D9A04D03A0569FF217DBA49289D93B80,ɵ̆,LATIN SMALL LETTER BARRED O - COMBINING BREVE
1707751075465ED2EEC92AB73A97D6E1,ndr,LATIN SMALL LETTER N - LATIN SMALL LETTER D - LATIN SMALL LETTER R
8C1A823C6A8A45A785B1FFEBF762E476,dr,LATIN SMALL LETTER D - LATIN SMALL LETTER R
416C1368136E902D5539703768500520,tr,LATIN SMALL LETTER T - LATIN SMALL LETTER R
C457E0F1350BE9BECABE6FEFD1348B8E,ɬʼ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER APOSTROPHE
51D5BA3E1D0E6A57D20B0E3372A16700,θ̪ʼ,GREEK SMALL LETTER THETA - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE
887F49F7E15117E2639E1D17FC0B8EB2,ŋ̥,LATIN SMALL LETTER ENG - COMBINING RING BELOW
0A91CF68DC2F5F5D919483CFE48E6EA0,ɲ̥,LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING RING BELOW
B1A2F27B0E8E677F80D62DDD3CB034D6,ˀd,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER D
5B6ED02FFFBB1BD69BAEE1C2EC5543F6,ã̘,LATIN SMALL LETTER A - COMBINING TILDE - COMBINING LEFT TACK BELOW
2503DC93632762E8EBC52E37F6901E0C,ĩ̘,LATIN SMALL LETTER I - COMBINING LEFT TACK BELOW - COMBINING TILDE
8B51CEB9871277A419FB8766D3988AFC,ũ̘,LATIN SMALL LETTER U - COMBINING LEFT TACK BELOW - COMBINING TILDE
55FDF5C7AED74ADA223A64EC6859373F,ɑ̃,LATIN SMALL LETTER ALPHA - COMBINING TILDE
A3B489972426A3F1C9C3E8F70C60891D,ɯ̃,LATIN SMALL LETTER TURNED M - COMBINING TILDE
07A5AC4B034CB0AB5D7EDE061466784F,ʈʂʼ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK - MODIFIER LETTER APOSTROPHE
1221CD26FBA96262AA84D0449FF78413,ʈʂʰ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK - MODIFIER LETTER SMALL H
B04336AA155C069DB345D3D413CF209C,ŋˀ,LATIN SMALL LETTER ENG - MODIFIER LETTER GLOTTAL STOP
2D6569210B0655D59E60B256375C3BE1,w̥,LATIN SMALL LETTER W - COMBINING RING BELOW
EBA04A3ED5FD3894A609A88AB2327A02,ɯə,LATIN SMALL LETTER TURNED M - LATIN SMALL LETTER SCHWA
08F8FBF26CDE0E7B56D9162B907DB1B1,ɤɰ,LATIN SMALL LETTER RAMS HORN - LATIN SMALL LETTER TURNED M WITH LONG LEG
96E2BC6AE5DBD8C6C138B6CB14B65FA3,aɰ,LATIN SMALL LETTER A - LATIN SMALL LETTER TURNED M WITH LONG LEG
85B82CCA418ACFF1AD27E3F91F171CC0,T1,LATIN CAPITAL LETTER T - DIGIT ONE
0B42BA1A1DF455918F980E619AE18C0B,T2,LATIN CAPITAL LETTER T - DIGIT TWO
6715DE1078595925519639C48892D39C,T3,LATIN CAPITAL LETTER T - DIGIT THREE
CF16A4B609D0F5EF4BC2327A6A83F58A,b̥,LATIN SMALL LETTER B - COMBINING RING BELOW
C0A16085D28E420764D7FD27A85E0B99,d̥,LATIN SMALL LETTER D - COMBINING RING BELOW
3932D257F7A49E71B1DBB0FA5969F386,ɡ̥,LATIN SMALL LETTER SCRIPT G - COMBINING RING BELOW
E1F8DD5414F4043E63E615EB170BA295,kx,LATIN SMALL LETTER K - LATIN SMALL LETTER X
D418E761F17614DCFCAE81181526DD99,ɖʐ,LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER Z WITH RETROFLEX HOOK
D9B28B2D674EBA4B03C38B36D77E563E,ə,LATIN SMALL LETTER SCHWA
1F3071708890EDDCE61D04D68D41543A,ɑi,LATIN SMALL LETTER ALPHA - LATIN SMALL LETTER I
103223CE6046EB32BF8B94745DBF29B4,ɑɯ,LATIN SMALL LETTER ALPHA - LATIN SMALL LETTER TURNED M
950E9BDE9091AFA8E6D1A4D90B95F975,ɑu,LATIN SMALL LETTER ALPHA - LATIN SMALL LETTER U
6A1353B801C8C44B2AA92F6E9A628496,T4,LATIN CAPITAL LETTER T - DIGIT FOUR
F98D1F5885EED9A2408A55B509F263BD,tɕ,LATIN SMALL LETTER T - LATIN SMALL LETTER C WITH CURL
A7B91F7C0EC9AC0179CEBB1204C26358,ɠ,LATIN SMALL LETTER G WITH HOOK
F065641E0402A3988BDA88C38E8EB34D,zʲ,LATIN SMALL LETTER Z - MODIFIER LETTER SMALL J
359D8C5FEAA18466059F2427790039DC,dzʲ,LATIN SMALL LETTER D - LATIN SMALL LETTER Z - MODIFIER LETTER SMALL J
F49189D439D7CFB5F697CEA8B5DB6591,ɑːi,LATIN SMALL LETTER ALPHA - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER I
F68895A5F09741159726AE98A62A87DD,ɑːu,LATIN SMALL LETTER ALPHA - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER U
ED921AC9F6C2ABBAC1602F39891DADCF,əː,LATIN SMALL LETTER SCHWA - MODIFIER LETTER TRIANGULAR COLON
516350E7AE95E5CC180DBA424343695D,ẽː,LATIN SMALL LETTER E - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
457E4E01C741D892326B84B8A7D1452E,õː,LATIN SMALL LETTER O - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
BF93B485560325B98EACB69D278AD493,ɹ,LATIN SMALL LETTER TURNED R
0D4B664697F5425E23258E8F4C94AD7B,ɟʰ,LATIN SMALL LETTER DOTLESS J WITH STROKE - MODIFIER LETTER SMALL H
55F65326D3B804C38C664DF54DEFA1A1,H1,LATIN CAPITAL LETTER H - DIGIT ONE
6826B0399DE73D13A8A7604B5BF2F393,H2,LATIN CAPITAL LETTER H - DIGIT TWO
0EB38D75772368A354FD0A9C0C5C8F28,H3,LATIN CAPITAL LETTER H - DIGIT THREE
621CCB2F15954DE1F5EEDA27735838D0,tʼː,LATIN SMALL LETTER T - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON
94051C4D65D0EEC3F7E4687363F16AE6,kʼː,LATIN SMALL LETTER K - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON
9920C29AC2DA829A92EC1BC2C1504849,ʔː,LATIN LETTER GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON
97DED3C2CA0EB378AC531C0752A6906F,bː,LATIN SMALL LETTER B - MODIFIER LETTER TRIANGULAR COLON
AF55984F7DCE6CC6910C605F97C59E55,dː,LATIN SMALL LETTER D - MODIFIER LETTER TRIANGULAR COLON
A1959D41630316B7022C7F211D6599D9,ɡː,LATIN SMALL LETTER SCRIPT G - MODIFIER LETTER TRIANGULAR COLON
1D1F9ED0B177532C7064E2F75DBF59A6,tsʼː,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON
322CF5CB42BB9E3F7DC4393B92A90F7C,tsː,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER TRIANGULAR COLON
77EF33A8C28755700BB158FDC197BCA4,tɬː,LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON
1FECD33E3BFF3123C13B55ACDC99400F,dzː,LATIN SMALL LETTER D - LATIN SMALL LETTER Z - MODIFIER LETTER TRIANGULAR COLON
1F6C18F9A9C4D756E6794FCEFA60952E,χː,GREEK SMALL LETTER CHI - MODIFIER LETTER TRIANGULAR COLON
4C775776537E3DBA122A12CC062CD6EC,kʷː,LATIN SMALL LETTER K - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON
96F8300A3A6F5A403C59356C3B456BE4,hː,LATIN SMALL LETTER H - MODIFIER LETTER TRIANGULAR COLON
8A2147CEAD6091015AA0965F0B6C2AEB,tˤ,LATIN SMALL LETTER T - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
7D184A6DCDA3EB154F9CB34651E02EEE,θ,GREEK SMALL LETTER THETA
0DFBF367B9BA9F4F2FE3281B82DCAFE6,θˤ,GREEK SMALL LETTER THETA - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
35C386C6B0CA2D6E38CD56396F233034,sˤ,LATIN SMALL LETTER S - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
47291C67010B4DBEAA93DB31BA0ABD0B,ðˤ,LATIN SMALL LETTER ETH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
6AA139238437B0EBB23B1B15073313FD,tˤː,LATIN SMALL LETTER T - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON
1AEE2DB972C8FD9AFB48C4C1B451C729,fː,LATIN SMALL LETTER F - MODIFIER LETTER TRIANGULAR COLON
FE130C94BFBDD0F4C81F663849C21DE3,θː,GREEK SMALL LETTER THETA - MODIFIER LETTER TRIANGULAR COLON
C4E402B5422E6E4A01312F22F4975F27,ɬː,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON
11BA86428BB2A632682677515F0DED9A,ʃː,LATIN SMALL LETTER ESH - MODIFIER LETTER TRIANGULAR COLON
8C9EA4D20A1592AE89CEBFD0406B1A49,çː,LATIN SMALL LETTER C WITH CEDILLA - MODIFIER LETTER TRIANGULAR COLON
9D6F9BBD4D024876E2B1A28EF8147679,ħː,LATIN SMALL LETTER H WITH STROKE - MODIFIER LETTER TRIANGULAR COLON
58459195DE864AFA4BB1724F41A57092,θˤː,GREEK SMALL LETTER THETA - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON
4157F7923F47DFE3C4EEDAE3DBD28F37,sˤː,LATIN SMALL LETTER S - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON
864B1E810E9C0D0F15C3BD2E9A64E6D1,βː,GREEK SMALL LETTER BETA - MODIFIER LETTER TRIANGULAR COLON
1CFAB94FB31CCC5E51001AD1C96B2268,ðː,LATIN SMALL LETTER ETH - MODIFIER LETTER TRIANGULAR COLON
55178E3BFB75E825B7E1DDB1ECAC84EA,zː,LATIN SMALL LETTER Z - MODIFIER LETTER TRIANGULAR COLON
4D635B40A4819A4A50ADF8E7766C3693,ɣː,LATIN SMALL LETTER GAMMA - MODIFIER LETTER TRIANGULAR COLON
266D8C2F877D82D0AEDD04F160C7EA7B,ðˤː,LATIN SMALL LETTER ETH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON
47DB47E11893711783759B4BD213B356,kˤ,LATIN SMALL LETTER K - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
8BF0D6EFCB996E73C0CF60A2CF7D6D30,ɬˤ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
330D41249CF0C4909A4938BE6FCC9311,ãː,LATIN SMALL LETTER A - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
5745AAC70E7A7B7175204204FFBE639F,ɒ,LATIN SMALL LETTER TURNED ALPHA
18443624C4BA78CE617C4B6F57563DD4,r̩,LATIN SMALL LETTER R - COMBINING VERTICAL LINE BELOW
5B46730211D403D44939C20A4D77EACA,ɕ,LATIN SMALL LETTER C WITH CURL
F927B77FA49C7A849AEB78FB55268B69,ʑ,LATIN SMALL LETTER Z WITH CURL
902920A127B42AF0CEC214D96BEF27C4,ʟ,LATIN LETTER SMALL CAPITAL L
355482AA509361614F96AFD81AD61DCB,ħʷ,LATIN SMALL LETTER H WITH STROKE - MODIFIER LETTER SMALL W
53182B7592C84FD14CC41EC5ED8C31E3,θʼ,GREEK SMALL LETTER THETA - MODIFIER LETTER APOSTROPHE
B6C54370D7EF7F5D178E5133AB5B533B,θʼː,GREEK SMALL LETTER THETA - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON
171AC182998D6A358C0A839BB8B5B46C,ɬʼː,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON
66193B010741E85E33842E8BF66CA9F0,ʕː,LATIN LETTER PHARYNGEAL VOICED FRICATIVE - MODIFIER LETTER TRIANGULAR COLON
CA162A93D78219F1086F24065457D30D,ř,LATIN SMALL LETTER R WITH CARON
AE2B13BD2C72671B70BE509BF06C79E9,ðʼ,LATIN SMALL LETTER ETH - MODIFIER LETTER APOSTROPHE
41D8827BB943E1FB9055A7487293BA79,pˀ,LATIN SMALL LETTER P - MODIFIER LETTER GLOTTAL STOP
F9C8F7C1268A014D84AAEDA9FF26D089,tˀ,LATIN SMALL LETTER T - MODIFIER LETTER GLOTTAL STOP
FD5F03C820AF3954CDDA2A34466505BF,ʈˀ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER GLOTTAL STOP
9897B73F24B6B30A709AF93CE2A80BF8,kˀ,LATIN SMALL LETTER K - MODIFIER LETTER GLOTTAL STOP
3F1D6508D5FE3D60836E3C69E9A1ED77,qˀ,LATIN SMALL LETTER Q - MODIFIER LETTER GLOTTAL STOP
001066A8DCAAFCD034B8E48F6743B2AA,t̠ʃˀ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER GLOTTAL STOP
995D91FC168880815FFC96F9436ADEC9,s̺,LATIN SMALL LETTER S - COMBINING INVERTED BRIDGE BELOW
C71C58280319B53C25D80420308FA597,s̺ː,LATIN SMALL LETTER S - COMBINING INVERTED BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON
67D49CEF4F04C997CD3C6E6C2D803959,dʑ,LATIN SMALL LETTER D - LATIN SMALL LETTER Z WITH CURL
E10945D0F7DD841688F31801F7A74996,b̤ʰ,LATIN SMALL LETTER B - COMBINING DIAERESIS BELOW - MODIFIER LETTER SMALL H
22ADD77D27ACDF23339A13D498D38F20,d̤ʰ,LATIN SMALL LETTER D - COMBINING DIAERESIS BELOW - MODIFIER LETTER SMALL H
E216689E39FA8F556021D5E593AA7CF4,t̠ʆ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL
1C45BA9E3F82112C8C895DD0FB6E6E7F,d̠ʓ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH WITH CURL
71D720E2D0E58AB40D8EC45699B4B4C5,t̠ʆʰ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL - MODIFIER LETTER SMALL H
507BA698E52BC2EE47EA0AB2506EE9FC,d̠ʓʰ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH WITH CURL - MODIFIER LETTER SMALL H
F73FB250C322228144B84EC6D4F95A49,ɟ̈ʱ,LATIN SMALL LETTER DOTLESS J WITH STROKE - COMBINING DIAERESIS - MODIFIER LETTER SMALL H WITH HOOK
0570A8A5E3E8FD35F78B4F98B16F507B,ɡ̈ʱ,LATIN SMALL LETTER SCRIPT G - COMBINING DIAERESIS - MODIFIER LETTER SMALL H WITH HOOK
84FD9198ADD53CB38EF1B7A66DC0DB74,ɑ̃ː,LATIN SMALL LETTER ALPHA - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
12284E9A12BC41F54DBF307EDD516C76,æ̃ː,LATIN SMALL LETTER AE - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
417ED02FE95557C5B5CB8C0867B87587,t̠ʲ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J
27FF97E97984FB2EC4FD5E16E61D5530,d̠ʲ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J
AD72CD4EC883D7F9938CE8AE83D2D730,ʆ,LATIN SMALL LETTER ESH WITH CURL
249EA02953B419E5600494601C4798F2,ʓ,LATIN SMALL LETTER EZH WITH CURL
F41EDBC62C179F718B3D20FB05C26147,l̠ʲ,LATIN SMALL LETTER L - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J
61E3F61F8CF1FB7491710BA8C627E03F,n̠ʲ,LATIN SMALL LETTER N - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J
6CCFF96150EA4BDCE1366BCB41B062BB,r̠ʲ,LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J
FE4F13796B342F40F8184C655C60580D,ɛi,LATIN SMALL LETTER OPEN E - LATIN SMALL LETTER I
B8654231A8D23801B38D10EE554ACBD5,ʁ,LATIN LETTER SMALL CAPITAL INVERTED R
A6BC925BE30427A4ECE5EB6136535393,pʲ,LATIN SMALL LETTER P - MODIFIER LETTER SMALL J
82D3CEC9D54DFBC7619D0B9EF5F4993E,wʲ,LATIN SMALL LETTER W - MODIFIER LETTER SMALL J
57EA8AF98F6DB6ABCCA78C07BA1F964C,mʲ,LATIN SMALL LETTER M - MODIFIER LETTER SMALL J
20FC839FE1D89514B132E8CEFDE8C8E8,əi,LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER I
D6583CDB585C6532D187D8E1F2209583,ɜi,LATIN SMALL LETTER REVERSED OPEN E - LATIN SMALL LETTER I
5CB65BAFE5AF67F18E1AA6A8DE42F618,ɔi,LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER I
CAC640ECB741C1BA649D312F2186EB70,əu,LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER U
